analysis_set,dataset,endpoint_class,test_row_index,multiplicity
archived_matches,CHEMBL236_Ki,noncliff,469,1
archived_matches,CHEMBL236_Ki,noncliff,471,2
archived_matches,CHEMBL236_Ki,noncliff,473,2
archived_matches,CHEMBL236_Ki,noncliff,476,1
archived_matches,CHEMBL236_Ki,noncliff,477,5
archived_matches,CHEMBL236_Ki,noncliff,479,1
archived_matches,CHEMBL236_Ki,noncliff,481,2
archived_matches,CHEMBL236_Ki,noncliff,483,1
archived_matches,CHEMBL236_Ki,noncliff,487,1
archived_matches,CHEMBL236_Ki,noncliff,489,1
archived_matches,CHEMBL236_Ki,noncliff,491,1
archived_matches,CHEMBL236_Ki,noncliff,492,1
archived_matches,CHEMBL236_Ki,noncliff,493,1
archived_matches,CHEMBL236_Ki,noncliff,496,1
archived_matches,CHEMBL236_Ki,noncliff,497,1
archived_matches,CHEMBL236_Ki,noncliff,498,2
archived_matches,CHEMBL236_Ki,noncliff,506,1
archived_matches,CHEMBL236_Ki,noncliff,507,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,2,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,5,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,17,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,47,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,49,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,50,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,51,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,54,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,60,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,61,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,105,3
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,111,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,112,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,113,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,114,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,118,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,119,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,120,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,134,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,141,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,144,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,174,5
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,177,3
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,190,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,192,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,208,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,228,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,229,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,230,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,232,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,311,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,322,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,324,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,326,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,327,4
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,328,4
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,329,5
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,347,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,361,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,374,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,375,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,393,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,404,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,405,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,407,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,414,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,415,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,453,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,492,2
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,500,1
fixed_endpoint_disjoint,CHEMBL236_Ki,cliff,502,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,3,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,6,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,8,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,16,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,21,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,25,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,26,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,39,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,40,2
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,42,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,79,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,139,2
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,140,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,143,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,149,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,150,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,178,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,181,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,196,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,197,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,213,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,214,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,216,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,218,2
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,219,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,224,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,227,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,240,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,285,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,288,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,304,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,305,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,312,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,313,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,331,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,333,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,334,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,335,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,336,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,337,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,338,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,342,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,343,2
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,346,4
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,360,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,371,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,379,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,381,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,384,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,390,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,392,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,394,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,409,2
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,437,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,439,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,440,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,441,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,445,2
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,452,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,461,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,468,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,469,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,471,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,476,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,483,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,487,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,491,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,496,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,497,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,498,2
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,506,1
fixed_endpoint_disjoint,CHEMBL236_Ki,noncliff,507,1
